model_key,model,direction,query_idx,video_id,query_genre,s_true,s_nearest_other,nearest_other_genre,delta,rank_first_relevant
pair,E1,V2A,48,0_opHSsVZoQ_30p0,Electronic music,0.028703466485743213,0.23120459334886972,Blues,-0.20250112686312652,29.0
pair,E1,V2A,49,3CcO6U2pg7k_30p0,Electronic music,0.3859663105075771,0.43520435185335843,Rock music,-0.0492380413457813,5.0
pair,E1,V2A,50,AfeH27JnBiI_30p0,Classical music,0.368930718726426,0.28964605562228896,Country,0.07928466310413707,1.0
pair,E1,V2A,51,28SVCKvp9oM_30p0,Jazz,0.1060746387366304,0.45934577992469205,Classical music,-0.3532711411880617,2.0
pair,E1,V2A,52,B9k8ql8B1AM_0p0,Pop music,0.2588723312599136,0.25323755595999287,Rock music,0.005634775299920736,1.0
pair,E1,V2A,53,8L1zSQJkFu8_30p0,Jazz,0.040703443885437555,0.33321946097459054,Electronic music,-0.292516017089153,2.0
pair,E1,V2A,54,3KKDY6XQd7o_30p0,Funk,0.16231183423706647,0.38973380777766,Hip hop music,-0.22742197354059351,28.0
pair,E1,V2A,55,FG_9w-wBizg_30p0,Classical music,0.43451520211917355,0.31937706325560655,Country,0.115138138863567,1.0
pair,E1,V2A,56,20vPrINHeuA_120p0,Country,0.37788970236741243,0.09425487680888377,Blues,0.28363482555852865,2.0
pair,E1,V2A,57,3yTf6zYQkBI_120p0,Hip hop music,0.45759603766562185,0.3325868652183925,Pop music,0.12500917244722937,1.0
pair,E1,V2A,58,erC1Kva7Ldc_160p0,Funk,0.3108818774686592,0.2997664922236527,Pop music,0.011115385245006493,1.0
pair,E1,V2A,59,Jz7HbgB0DOs_30p0,Rock music,-0.046343731610496916,0.2433872244967509,Funk,-0.2897309561072478,39.0
pair,E1,V2A,60,EvVbLIJKCcU_130p0,Pop music,0.2937145687966857,0.1954118358226808,Reggae,0.09830273297400494,1.0
pair,E1,V2A,61,0yZ9ju9YZHI_80p0,Electronic music,0.2014108861708284,0.3135725437362048,Reggae,-0.11216165756537641,28.0
pair,E1,V2A,62,B0lq7f97vyg_360p0,Reggae,0.20264326667435784,0.276600194099043,Electronic music,-0.07395692742468518,5.0
pair,E1,V2A,63,0z3WyKTF1Z0_80p0,Rock music,0.17890773761828854,0.23950874900108424,Blues,-0.060601011382795694,8.0
pair,E1,V2A,64,-Se04etVCbw_30p0,Electronic music,0.4144032548218044,0.2955171288975751,Funk,0.11888612592422931,6.0
pair,E1,V2A,65,Bs7qJ8XTUMU_20p0,Classical music,0.37041960197288526,0.11811833642323533,Jazz,0.25230126554964993,1.0
pair,E1,V2A,66,Ma1nqvIbqEs_410p0,Jazz,0.3299434511777725,0.25422993565655305,Classical music,0.07571351552121947,5.0
pair,E1,V2A,67,5sj50ijgwUc_20p0,Country,0.010636716932734347,0.2199935536241523,Blues,-0.20935683669141794,1.0
pair,E1,V2A,68,NDbPL6ZfWwU_120p0,Classical music,0.4670898525082885,0.17596570686122218,Jazz,0.29112414564706635,1.0
pair,E1,V2A,69,0GBuLf8fqiQ_30p0,Electronic music,0.020267426071552665,0.20655303360716268,Funk,-0.18628560753561002,24.0
pair,E1,V2A,70,D3V61RWi4ac_550p0,Rock music,0.24231676494411966,0.22514281262327693,Jazz,0.017173952320842734,2.0
pair,E1,V2A,71,Vr4YfDjl0wQ_30p0,Funk,0.27892174834738126,0.32957173089213,Rock music,-0.05064998254474873,10.0
pair,E1,V2A,72,AwDcttKWsLc_30p0,Classical music,0.3440476376842979,0.13345656978972467,Electronic music,0.21059106789457324,1.0
pair,E1,V2A,73,CbyFPeIngS0_30p0,Reggae,0.257448719795309,0.26564222851068275,Blues,-0.008193508715373776,1.0
pair,E1,V2A,74,1-GBCFC31q4_30p0,Pop music,0.4029830071201572,0.3113370182294166,Funk,0.0916459888907406,1.0
pair,E1,V2A,75,0IO2gNtVb0E_260p0,Rock music,0.21649485994833262,0.29198915857121643,Electronic music,-0.07549429862288382,1.0
pair,E1,V2A,76,Bwsnio9NeOM_30p0,Rock music,0.375660762690648,0.24892615867664128,Electronic music,0.12673460401400674,3.0
pair,E1,V2A,77,7-UA71S9Zs0_320p0,Classical music,0.5329503997910122,0.1700594480812751,Country,0.3628909517097371,1.0
pair,E1,V2A,78,nM3kVzIm9ZA_430p0,Funk,0.30978928696985303,0.43382002031696554,Electronic music,-0.12403073334711251,11.0
pair,E1,V2A,79,0oZ6iL8ledY_30p0,Electronic music,0.3896421266514457,0.3586960195105202,Funk,0.030946107140925494,2.0
pair,E1,V2A,80,0GGc2FlmvP8_240p0,Electronic music,0.37130932990416654,0.32437910225313793,Pop music,0.04693022765102861,6.0
pair,E1,V2A,81,1iRiIESuGCQ_30p0,Electronic music,0.39472885203855246,0.3427808314247054,Pop music,0.05194802061384707,2.0
pair,E1,V2A,82,Ms7uBKY2Ltg_120p0,Rock music,0.5294115395237875,0.16977567500204602,Pop music,0.35963586452174146,3.0
pair,E1,V2A,83,GjB6bsLYDhA_0p0,Funk,0.2592837339358707,0.23814121760276447,Blues,0.02114251633310621,5.0
pair,E1,V2A,84,BDRezP-gW3o_220p0,Funk,0.22928761113684856,0.2602629915121478,Electronic music,-0.03097538037529926,1.0
pair,E1,V2A,85,0njr4YWmAQY_140p0,Blues,0.1961354788627395,0.32513712428734576,Jazz,-0.12900164542460626,24.0
pair,E1,V2A,86,CWCXfRsHOBE_30p0,Pop music,0.35464908687802316,0.25609044269073644,Electronic music,0.09855864418728671,1.0
pair,E1,V2A,87,EZoLRF-6Erw_10p0,Hip hop music,0.20530698560204208,0.30603419191330217,Jazz,-0.10072720631126009,12.0
pair,E1,V2A,88,Y8ZyPRYF2NI_30p0,Country,0.16686353167857523,0.4080846723631029,Rock music,-0.24122114068452769,2.0
pair,E1,V2A,89,FleFDx0v-vE_280p0,Pop music,0.22305846924804915,0.29744072129822063,Rock music,-0.07438225205017149,1.0
pair,E1,V2A,90,UniE6AquDsc_220p0,Country,-0.05421925898959225,0.4992401604168103,Classical music,-0.5534594194064025,68.0
pair,E1,V2A,91,gnYEdPhwcq4_70p0,Reggae,0.29663071054690315,0.3734906029177029,Hip hop music,-0.07685989237079976,1.0
pair,E1,V2A,92,1oFTR9yEEgM_30p0,Jazz,0.1278484345953333,0.2656051590645704,Electronic music,-0.1377567244692371,15.0
pair,E1,V2A,93,z5ZbdEUartg_20p0,Reggae,0.36762783497865154,0.30464107821213193,Funk,0.0629867567665196,1.0
pair,E1,V2A,94,0TRSTTo7yEs_30p0,Country,0.3310048955065539,0.17791190986952532,Classical music,0.15309298563702856,3.0
pair,E1,V2A,95,GDyrNG_TR6E_560p0,Jazz,0.4043805317574921,0.21935851036672077,Classical music,0.18502202139077134,1.0
pair,E1,V2A,96,X-PDowhkXmc_30p0,Country,0.3425015486457217,0.2448288929040473,Blues,0.09767265574167439,4.0
pair,E1,V2A,97,Apdk0C1bfG4_50p7,Pop music,0.08724092468367536,0.2814241225955021,Blues,-0.19418319791182673,18.0
pair,E1,V2A,98,0VNe78jwGPg_380p0,Electronic music,0.34351951354306587,0.14612393995992368,Hip hop music,0.1973955735831422,3.0
pair,E1,V2A,99,KxLD4XTYda0_170p0,Classical music,0.4125129700255606,0.28945478556891063,Jazz,0.12305818445664995,5.0
pair,E1,V2A,100,6gJtyJ3r7nk_30p0,Funk,0.16132382907029902,0.39933371449058397,Hip hop music,-0.23800988542028495,25.0
pair,E1,V2A,101,7Mta69S9oM8_30p0,Blues,0.07523508374182787,0.16380926056961212,Jazz,-0.08857417682778425,5.0
pair,E1,V2A,102,FIGoG2CZiwE_180p0,Hip hop music,0.08525773946442552,0.18748365624693997,Electronic music,-0.10222591678251444,4.0
pair,E1,V2A,103,ANZbqNF58Dk_30p0,Country,0.5119471194187133,0.11329654715688219,Blues,0.3986505722618311,2.0
pair,E1,V2A,104,N07z_5kPBag_40p0,Jazz,0.14518246995768758,0.27095694888406857,Classical music,-0.125774478926381,1.0
pair,E1,V2A,105,NU9lpXplqAA_30p0,Country,0.4888608576688653,0.21467097364561777,Blues,0.2741898840232475,1.0
pair,E1,V2A,106,Z7dUGGhU3fg_30p0,Country,0.11141597244805221,0.1723099318151255,Rock music,-0.060893959367073286,2.0
pair,E1,V2A,107,33xnr1iW2NU_30p0,Electronic music,0.41376229644080254,0.2156036007637488,Hip hop music,0.19815869567705374,3.0
pair,E1,V2A,108,2MWzbK00TbM_30p0,Funk,0.36545011930451776,0.3694371093900657,Reggae,-0.003986990085547926,2.0
pair,E1,V2A,109,GfeV2IsZoNM_120p0,Rock music,0.21650089822076013,0.2921343207266146,Pop music,-0.07563342250585448,18.0
pair,E1,V2A,110,2LCTZsZ9LyQ_30p0,Funk,0.06815323625713829,0.20315192535254445,Jazz,-0.13499868909540616,1.0
pair,E1,V2A,111,LXrTXSxj5Is_190p0,Rock music,-0.08279824533840241,0.1633392803405586,Electronic music,-0.24613752567896102,51.0
pair,E1,V2A,112,m5BqmaDAWkY_420p0,Funk,-0.17182401661798952,0.22823481020262543,Rock music,-0.40005882682061494,2.0
pair,E1,V2A,113,2sbO7WytVIE_30p0,Electronic music,0.4578104532888571,0.3397644579534077,Pop music,0.1180459953354494,3.0
pair,E1,V2A,114,8tzmFtus-NU_100p0,Country,-0.12487497109361223,0.2426456162786086,Rock music,-0.3675205873722208,25.0
pair,E1,V2A,115,5McAMkScP3Q_30p0,Funk,0.16682669673862605,0.2781326494390086,Pop music,-0.11130595270038257,2.0
pair,E1,V2A,116,Hk6NKydaa4E_30p0,Blues,0.22268911960904011,0.2690946871355678,Jazz,-0.046405567526527663,3.0
pair,E1,V2A,117,Mem02xElFc4_150p0,Hip hop music,0.37431928239669476,0.2962216150841209,Reggae,0.07809766731257384,3.0
pair,E1,V2A,118,13jQpWqVXAY_30p0,Pop music,0.26667130982588266,0.3727779887676034,Electronic music,-0.10610667894172071,3.0
pair,E1,V2A,119,8Bu7-P8Rojk_0p0,Pop music,0.1908596369561834,0.23708225258974708,Rock music,-0.04622261563356367,1.0
pair,E1,V2A,120,CA3_B9nXdww_190p0,Classical music,0.6254570967770687,-0.04618783903038324,Country,0.671644935807452,1.0
pair,E1,V2A,121,CrSecRwM6gY_490p0,Pop music,0.0710819289466397,0.3793502475886742,Electronic music,-0.3082683186420345,10.0
pair,E1,V2A,122,2-H1X6sr1cQ_100p0,Classical music,-0.03888768559063946,0.3749970739739419,Electronic music,-0.4138847595645814,114.0
pair,E1,V2A,123,3UVkPrz-XJs_30p0,Blues,0.19687307972395116,0.3133897946371238,Reggae,-0.11651671491317264,13.0
pair,E1,V2A,124,0e9_IR7FDJs_30p0,Electronic music,0.3790439909468264,0.4093159565959843,Hip hop music,-0.030271965649157906,8.0
pair,E1,V2A,125,1WTu2xaXgnQ_140p0,Rock music,0.012577126434517145,0.28237718721356575,Funk,-0.2698000607790486,49.0
pair,E1,V2A,126,PeA-olgx0CI_30p0,Hip hop music,0.26051780674709457,0.17293258052793556,Reggae,0.08758522621915901,2.0
pair,E1,V2A,127,-3O9thDlUXc_30p0,Blues,0.2607936375605704,0.17955569428303986,Country,0.08123794327753053,4.0
pair,E1,V2A,128,5FsNvdt34yk_10p0,Rock music,0.4835793931533303,0.15053018520545874,Blues,0.3330492079478716,4.0
pair,E1,V2A,129,74UkE_Ro1o4_70p0,Hip hop music,0.3034670431956414,0.3801454646170831,Reggae,-0.07667842142144171,2.0
pair,E1,V2A,130,D0MqetXgAus_110p0,Hip hop music,0.15052251702430614,0.27028241522616786,Electronic music,-0.11975989820186173,11.0
pair,E1,V2A,131,1x7pVwKfM-I_30p0,Pop music,0.2205803675878485,0.32281502235668974,Funk,-0.10223465476884125,14.0
pair,E1,V2A,132,QIs7frg1i3M_10p0,Country,0.28347495170594733,0.33860676396189987,Blues,-0.05513181225595254,2.0
pair,E1,V2A,133,0uLIlEKe4DI_70p0,Electronic music,0.33280885849448844,0.37138611386999754,Pop music,-0.0385772553755091,2.0
pair,E1,V2A,134,3-n56odd1z8_100p0,Pop music,0.1843686271752174,0.22179916128206675,Blues,-0.03743053410684935,14.0
pair,E1,V2A,135,0oHNZWmwzc8_30p0,Pop music,0.2310772186834053,0.24056319992881944,Electronic music,-0.009485981245414138,2.0
pair,E1,V2A,136,0NNa3BBz4BE_30p0,Electronic music,0.41566212519956514,0.3278127835044897,Hip hop music,0.08784934169507541,1.0
pair,E1,V2A,137,0rNi8laNIu0_30p0,Electronic music,0.04979185116238902,0.454644104877136,Classical music,-0.404852253714747,85.0
pair,E1,V2A,138,2fisJb8LUUc_80p0,Hip hop music,0.14383858376434797,0.2650875378704616,Funk,-0.12124895410611361,13.0
pair,E1,V2A,139,8bQzG9B7aTw_200p0,Funk,0.23268839169073663,0.48493254651220397,Electronic music,-0.25224415482146734,1.0
pair,E1,V2A,140,0jVMoUDdUsg_30p0,Electronic music,0.4347562440864551,0.32842605137562386,Hip hop music,0.10633019271083122,1.0
pair,E1,V2A,141,6R1dIe3n1VQ_30p0,Country,0.3753247709178842,0.17403107613117558,Blues,0.2012936947867086,1.0
pair,E1,V2A,142,Ptd6k9OvHjc_520p0,Classical music,0.5703379113911287,-0.006750940942277937,Jazz,0.5770888523334066,1.0
pair,E1,V2A,143,4Du-Pu3xMv0_30p0,Blues,0.2203976682660312,0.2051955237025993,Jazz,0.015202144563431885,2.0
pair,E1,V2A,144,3Bo4ymG31uM_30p0,Electronic music,0.23659773537660833,0.18136433707567837,Funk,0.055233398300929964,1.0
pair,E1,V2A,145,B23rClEo90M_260p0,Classical music,0.5797508445154385,-0.26417936694959615,Country,0.8439302114650347,1.0
pair,E1,V2A,146,BQ96-IeJN5g_200p0,Rock music,0.22911009643880292,0.19543395189564228,Pop music,0.03367614454316065,3.0
pair,E1,V2A,147,GRfWswAQYQc_290p0,Rock music,0.2230067039401285,0.5081327195135518,Electronic music,-0.28512601557342326,42.0
pair,E1,V2A,148,1Nz8hmzMCUY_60p0,Blues,0.20779254936804775,0.1839140303823741,Country,0.02387851898567364,1.0
pair,E1,V2A,149,AdeXN2L7t_4_220p0,Funk,0.28616889090317593,0.2504918327389739,Blues,0.035677058164202025,1.0
pair,E1,V2A,150,NBZC3zeXFwU_20p0,Rock music,0.19474104679870646,0.3512632041585237,Funk,-0.15652215735981723,34.0
pair,E1,V2A,151,YdI9KKfvQ40_260p0,Country,0.36845462715380706,0.05928848987803037,Blues,0.3091661372757767,3.0
pair,E1,V2A,152,2psN-G_GGcw_70p0,Classical music,0.5012762692702739,-0.20443427606541448,Electronic music,0.7057105453356884,1.0
pair,E1,V2A,153,9bXQ7CTSKTw_150p0,Pop music,0.07302079889235923,0.22332157122478957,Rock music,-0.15030077233243033,1.0
pair,E1,V2A,154,36Djjs4RsOc_30p0,Pop music,0.0003824457943523117,0.4025506345603419,Rock music,-0.4021681887659896,2.0
pair,E1,V2A,155,0k1_sYjv4w8_30p0,Classical music,0.48321300795660954,-0.06189410643222877,Jazz,0.5451071143888383,1.0
pair,E1,V2A,156,8Pl6ineaAe0_160p0,Pop music,0.2687700757011865,0.28479383341636355,Reggae,-0.016023757715177056,1.0
pair,E1,V2A,157,PeGCZsc4Ygs_300p0,Reggae,0.08394797618598654,0.23751686053478416,Jazz,-0.15356888434879762,1.0
pair,E1,V2A,158,JCE6D5cqnHk_270p0,Hip hop music,0.22677867338443544,0.20991622812920843,Reggae,0.01686244525522701,3.0
pair,E1,V2A,159,RMSgfj9ye8U_10p0,Blues,0.13842222661878645,0.4063054331269494,Pop music,-0.26788320650816294,39.0
pair,E1,V2A,160,bRUe_pS86cY_60p0,Reggae,0.4348828157529587,0.4144330550820019,Funk,0.020449760670956774,6.0
pair,E1,V2A,161,1Msky3koVc0_30p0,Blues,0.28684450043206344,0.27328457768437675,Rock music,0.013559922747686692,1.0
pair,E1,V2A,162,2p54SeaCTEc_190p0,Rock music,0.0974718953328129,0.33401837076708835,Electronic music,-0.23654647543427543,46.0
pair,E1,V2A,163,BZYd2_QKM5Y_30p0,Jazz,0.270717781592885,0.26909902750756065,Blues,0.0016187540853243587,1.0
pair,E1,V2A,164,CLoT3hHIEpg_70p0,Hip hop music,0.2306052529669748,0.29964504548699067,Electronic music,-0.06903979252001588,1.0
pair,E1,V2A,165,EqTUdsQTCVk_30p0,Reggae,0.1574725304041955,0.16147654585663612,Funk,-0.004004015452440612,1.0
pair,E1,V2A,166,2I_yO_VGSE8_30p0,Electronic music,0.36769342819732687,0.23394199730568527,Funk,0.1337514308916416,5.0
pair,E1,V2A,167,EFAPccyEFvw_0p0,Funk,0.3900494735431478,0.4558070979856796,Electronic music,-0.0657576244425318,1.0
pair,E1,V2A,168,0PaYUks3Fb0_30p0,Country,0.3900514014348344,0.12875219278656364,Classical music,0.2612992086482708,2.0
pair,E1,V2A,169,0ZfmfBm63iU_200p0,Electronic music,0.4029981139725741,0.3606867083151433,Hip hop music,0.0423114056574308,4.0
pair,E1,V2A,170,Txtob93gTg8_50p0,Jazz,0.21423340016248504,0.3423750527152405,Country,-0.12814165255275545,8.0
pair,E1,V2A,171,1vwzipNFJvA_30p0,Hip hop music,0.33948439342327147,0.2721193983189164,Reggae,0.06736499510435506,1.0
pair,E1,V2A,172,BJZlQzT7qgM_230p0,Rock music,0.14527487179849496,0.11269505282266096,Pop music,0.03257981897583401,5.0
pair,E1,V2A,173,5Va2zut66OU_110p0,Country,0.24173078643578566,0.2760255500334107,Blues,-0.034294763597625066,2.0
pair,E1,V2A,174,AYLfr6Cm64Y_10p0,Hip hop music,0.23106888072870074,0.3242443907702583,Electronic music,-0.09317551004155755,6.0
pair,E1,V2A,175,-rk9lxik6CM_30p0,Pop music,0.20273686067498478,0.2559404235768439,Hip hop music,-0.0532035629018591,3.0
pair,E1,V2A,176,14QUQb2ZswA_150p0,Hip hop music,0.30385710639486896,0.2696081488742229,Reggae,0.03424895752064605,1.0
pair,E1,V2A,177,aMb7B6PyYOQ_80p0,Funk,0.29343328287311027,0.29582910291462416,Pop music,-0.0023958200415138964,4.0
pair,E1,V2A,178,KpqJMXX6gkg_70p0,Jazz,0.09580122242960887,0.2661035916376621,Electronic music,-0.17030236920805325,2.0
pair,E1,V2A,179,wlgfJEc4Xf0_40p0,Classical music,0.21123691608688244,0.20929635775048339,Country,0.0019405583363990564,3.0
pair,E1,V2A,180,AHAcS4Ts3zA_30p0,Classical music,0.555766825000533,-0.011335118663998108,Jazz,0.567101943664531,2.0
pair,E1,V2A,181,35np1Zj1zX4_30p0,Blues,0.024576218883753036,0.5232069741080609,Country,-0.4986307552243079,9.0
pair,E1,V2A,182,1Q97pFLokQg_440p0,Funk,0.22494056478375204,0.25779007257770026,Hip hop music,-0.03284950779394821,25.0
pair,E1,V2A,183,IgbVDLmF1WY_60p0,Hip hop music,0.2537088053953825,0.2465162594704192,Rock music,0.007192545924963295,8.0
pair,E1,V2A,184,GcaDFZFmFIs_30p0,Rock music,0.37639943763026584,0.1978850808884399,Blues,0.17851435674182595,1.0
pair,E1,V2A,185,2JvBQBbzBD4_30p0,Jazz,-0.12439124921475422,0.27341833533291376,Pop music,-0.397809584547668,18.0
pair,E1,V2A,186,66SO5c6wxwg_140p0,Classical music,0.4963790383510597,0.017938034819053733,Country,0.4784410035320059,2.0
pair,E1,V2A,187,BKExKNo9bAI_330p0,Funk,0.3196752879047411,0.2814567362278987,Electronic music,0.038218551676842405,7.0
pair,E1,V2A,188,2koOlKdPrfA_50p0,Electronic music,0.426231350219452,0.2897955944517615,Funk,0.13643575576769051,6.0
pair,E1,V2A,189,GYOpB6CGzVw_210p0,Jazz,0.04533930266003518,0.3662119444269557,Rock music,-0.32087264176692054,18.0
pair,E1,V2A,190,IW4uJAKZX4E_30p0,Jazz,-0.0012878599948875826,0.295529982540162,Country,-0.29681784253504956,4.0
pair,E1,V2A,191,PZX7SDL3WuI_60p0,Blues,0.30942051417636807,0.2690737844783764,Rock music,0.04034672969799169,2.0
pair,E1,V2A,192,F-SHHkXVKb4_70p0,Hip hop music,0.22658220817505131,0.2523604644088943,Electronic music,-0.025778256233843,8.0
pair,E1,V2A,193,5P4PbnKLuAs_30p0,Pop music,0.1309028699935866,0.22726397078299831,Funk,-0.09636110078941171,4.0
pair,E1,V2A,194,KzsiDRQNoGg_80p0,Rock music,0.39251567540279364,0.22115047273011298,Blues,0.17136520267268066,7.0
pair,E1,V2A,195,-8MzzX-QIig_30p0,Pop music,0.2462964753531746,0.30983447718165613,Reggae,-0.06353800182848154,2.0
pair,E1,V2A,196,S3ACSSrNcY0_530p0,Country,0.24620081673462307,0.42048175986043457,Classical music,-0.1742809431258115,2.0
pair,E1,V2A,197,nbcQ5SzB8dI_150p0,Funk,0.17492528890780706,0.27985195434080906,Blues,-0.104926665433002,2.0
pair,E1,V2A,198,GbCqUaSAezk_150p0,Classical music,0.4430472912050751,0.060837665517588804,Jazz,0.3822096256874863,1.0
pair,E1,V2A,199,Or3eBfWI7Q4_60p0,Jazz,0.3270990048468604,0.0835689764373309,Rock music,0.24353002840952948,2.0
